g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
5,10,1,1,,1|2|600|4|1|1,,2,0,2,1,5,1804,962,4028,2,2,2
5,10,1,2,,1|2|600|4|1|1,,11,0,38,53,92,16245,7793,38173,6,11,11
5,10,1,3,,1|2|600|4|1|1,,8,0,27,14,43,10424,4620,24292,6,8,8
5,10,1,4,,1|2|600|4|1|1,,19,0,93,492,585,46953,20055,112393,9,19,19
5,10,1,5,,1|2|600|4|1|1,,26,0,103,2020,2123,54636,22530,131520,10,26,26
5,10,1,6,,1|2|600|4|1|1,,32,0,108,25909,26020,64136,25517,155920,13,32,32
5,10,1,7,,1|2|600|4|1|1,,44,0,255,554008,554266,139940,54872,342240,9,44,44
5,10,1,8,,1|2|600|4|1|1,Timeout,,0,266,604739,0,151455,58723,368431,10,53,56
5,10,1,9,,1|2|600|4|1|1,Timeout,,0,297,601762,0,170621,64622,419169,10,33,64
5,10,1,10,,1|2|600|4|1|1,Timeout,,0,327,604131,0,185828,69497,457500,11,33,-1
5,10,2,1,,1|2|600|4|1|1,,6,0,22,9,31,10671,4905,24447,6,6,6
5,10,2,2,,1|2|600|4|1|1,,9,0,51,41,93,24836,10860,57840,9,9,9
5,10,2,3,,1|2|600|4|1|1,,9,0,58,42,101,29783,12519,70311,9,9,9
5,10,2,4,,1|2|600|4|1|1,,12,0,71,503,576,34831,14178,83267,8,12,12
5,10,2,5,,1|2|600|4|1|1,,15,0,65,36263,36330,38391,15261,91951,7,15,15
5,10,2,6,,1|2|600|4|1|1,,16,0,78,22681,22761,41933,16344,100425,10,16,16
5,10,2,7,,1|2|600|4|1|1,,22,0,152,62803,62956,87279,33795,210015,12,22,22
5,10,2,8,,1|2|600|4|1|1,Timeout,,0,178,602674,0,96127,36654,232995,7,17,24
5,10,2,9,,1|2|600|4|1|1,,23,0,183,208544,208728,102798,38745,248422,9,23,23
5,10,2,10,,1|2|600|4|1|1,Timeout,,0,197,604169,0,110370,41220,267438,7,17,32
5,10,3,1,,1|2|600|4|1|1,,8,0,23,9,33,15179,6540,34807,8,8,8
5,10,3,2,,1|2|600|4|1|1,,6,0,39,17,58,17259,7215,39859,6,6,6
5,10,3,3,,1|2|600|4|1|1,,8,0,32,10,43,19159,7762,44155,8,8,8
5,10,3,4,,1|2|600|4|1|1,,11,0,79,238,318,41623,16605,97775,8,11,11
5,10,3,5,,1|2|600|4|1|1,,10,0,77,76,154,44754,17624,105358,10,10,10
