g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
7,10,1,1,,1|1.5|600|4|1|1,,7,0,21,4,26,6165,2352,16521,7,7,7
7,10,1,2,,1|1.5|600|4|1|1,,16,0,48,11,60,23502,7497,65286,16,16,16
7,10,1,3,,1|1.5|600|4|1|1,,17,0,86,391,478,37198,11172,104338,5,17,17
7,10,1,4,,1|1.5|600|4|1|1,,30,0,211,23660,23873,95492,27195,269880,16,30,30
7,10,1,5,,1|1.5|600|4|1|1,,39,0,383,103005,103390,176761,48510,505881,16,39,39
7,10,1,6,,1|1.5|600|4|1|1,,41,0,520,385138,385661,229405,61740,657410,11,41,41
7,10,1,7,,1|1.5|600|4|1|1,Timeout,,0,647,601700,0,294132,78792,838000,19,45,66
7,10,1,8,,1|1.5|600|4|1|1,Timeout,,0,651,605637,0,300159,79380,853710,17,40,-1
7,10,1,9,,1|1.5|600|4|1|1,Timeout,,0,740,605169,0,338246,88200,965426,11,40,-1
7,10,1,10,,1|1.5|600|4|1|1,Timeout,,0,814,606389,0,374971,97020,1069998,17,40,-1
7,10,2,1,,1|1.5|600|4|1|1,,1,0,4,1,5,2294,882,5811,1,1,1
7,10,2,2,,1|1.5|600|4|1|1,,10,0,50,8,59,23305,6468,69457,10,10,10
7,10,2,3,,1|1.5|600|4|1|1,,14,0,137,136,274,60143,15435,186787,13,14,14
7,10,2,4,,1|1.5|600|4|1|1,,12,0,136,125,262,58781,14112,183937,10,12,12
7,10,2,5,,1|1.5|600|4|1|1,,17,0,184,8058,8244,80864,19551,250850,12,17,17
7,10,2,6,,1|1.5|600|4|1|1,,22,0,295,65243,65540,125865,29400,394693,16,22,22
7,10,2,7,,1|1.5|600|4|1|1,Timeout,,0,396,606495,0,163199,37044,518602,8,21,22
7,10,2,8,,1|1.5|600|4|1|1,Timeout,,0,481,608017,0,199972,45570,630616,13,23,25
