g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
12,10,1,1,16,1|2|600|4|1|1,,24,0,147,29,177,69554,21602,207887,24,24,24
12,10,1,2,16,1|2|600|4|1|1,,39,0,489,1549,2039,240292,60916,728708,23,39,39
12,10,1,3,16,1|2|600|4|1|1,,39,0,1055,28933,29989,505025,119238,1553468,17,39,39
12,10,1,4,16,1|2|600|4|1|1,,39,0,1553,28971,30526,741288,166328,2281442,19,39,39
12,10,1,5,16,1|2|600|4|1|1,Timeout,,0,2150,615254,0,1016108,220330,3140869,21,43,84
12,10,1,6,16,1|2|600|4|1|1,Timeout,,0,1908,609453,0,910208,190524,2803324,31,32,-1
12,10,1,7,16,1|2|600|4|1|1,Timeout,,0,2312,612904,0,1113560,231566,3429359,33,34,-1
12,10,1,8,16,1|2|600|4|1|1,Timeout,,0,3346,616242,0,1592034,330496,4911344,21,43,-1
12,10,1,9,16,1|2|600|4|1|1,Timeout,,0,4740,620267,0,2236649,453618,6932190,26,53,-1
12,10,1,10,16,1|2|600|4|1|1,Timeout,,0,6124,639587,0,2863083,575012,8913759,30,61,-1
12,10,2,1,16,1|2|600|4|1|1,,33,0,369,100,470,173449,44068,555425,33,33,33
12,10,2,2,16,1|2|600|4|1|1,,27,0,507,93,600,229475,48392,755021,27,27,27
12,10,2,3,16,1|2|600|4|1|1,,35,0,1107,229408,230517,488789,92892,1641235,21,35,35
12,10,2,4,16,1|2|600|4|1|1,,24,0,947,16634,17582,422768,75184,1422612,14,24,24
12,10,2,5,16,1|2|600|4|1|1,Timeout,,0,1684,644094,0,753799,130052,2544529,21,37,42
12,10,2,6,16,1|2|600|4|1|1,Timeout,,0,1925,640946,0,854078,141720,2904582,20,31,40
12,10,2,7,16,1|2|600|4|1|1,Timeout,,0,2558,639890,0,1122563,182764,3823257,23,35,40
12,10,2,8,16,1|2|600|4|1|1,Timeout,,0,2909,643610,0,1276595,203072,4363911,23,24,-1
12,10,2,9,16,1|2|600|4|1|1,Timeout,,0,3228,658632,0,1410874,223380,4822160,23,35,46
12,10,2,10,16,1|2|600|4|1|1,Timeout,,0,4100,650658,0,1775894,274792,6090054,26,27,-1
12,10,3,1,16,1|2|600|4|1|1,,2,0,39,12,51,19925,5190,59940,2,2,2
12,10,3,2,16,1|2|600|4|1|1,,11,0,310,63,373,138129,25932,461383,11,11,11
12,10,3,3,16,1|2|600|4|1|1,,14,0,531,77,609,233242,38898,801919,14,14,14
12,10,3,4,16,1|2|600|4|1|1,,26,0,1720,17605,19327,733675,111912,2596833,18,26,26
12,10,3,5,16,1|2|600|4|1|1,,29,0,2757,99003,101761,1162245,169374,4148536,24,29,29
12,10,3,6,16,1|2|600|4|1|1,,23,0,1984,56895,58880,847606,120564,3017170,15,23,23
12,10,3,7,16,1|2|600|4|1|1,Timeout,,0,4464,666743,0,1865958,254922,6718675,29,30,43
12,10,3,8,16,1|2|600|4|1|1,Timeout,,0,3162,679918,0,1316900,175872,4737582,18,19,36
12,10,3,9,16,1|2|600|4|1|1,Timeout,,0,4849,688209,0,2015159,264438,7286390,25,26,-1
12,10,3,10,16,1|2|600|4|1|1,Timeout,,0,4358,676867,0,1804490,230316,6535750,20,21,40
12,10,4,1,16,1|2|600|4|1|1,,19,0,485,88,573,217032,43208,730242,19,19,19
12,10,4,2,16,1|2|600|4|1|1,,18,0,683,87,772,296395,49264,1033971,18,18,18
12,10,4,3,16,1|2|600|4|1|1,,13,0,650,79,731,279212,42360,983190,13,13,13
12,10,4,4,16,1|2|600|4|1|1,,16,0,1876,541,2418,778653,107168,2823933,15,16,16
12,10,4,5,16,1|2|600|4|1|1,,22,0,2829,65125,67955,1167543,151672,4281275,19,22,22
12,10,4,6,16,1|2|600|4|1|1,,18,0,2782,15685,18468,1140128,142608,4192456,16,18,18
12,10,4,7,16,1|2|600|4|1|1,,23,0,4014,537699,541715,1629466,194888,6048442,20,23,23
12,10,4,8,16,1|2|600|4|1|1,Timeout,,0,5771,603338,0,2339536,274816,8696504,26,27,39
12,10,4,9,16,1|2|600|4|1|1,Timeout,,0,4546,713090,0,1831636,207864,6833612,18,19,36
12,10,4,10,16,1|2|600|4|1|1,Timeout,,0,5770,703522,0,2322281,260144,8689481,21,22,31
12,10,5,1,16,1|2|600|4|1|1,,19,0,646,103,751,287179,51850,983768,19,19,19
12,10,5,2,16,1|2|600|4|1|1,,13,0,649,83,733,279568,42356,986922,13,13,13
12,10,5,3,16,1|2|600|4|1|1,,17,0,1102,115,1218,462938,62238,1683437,17,17,17
12,10,5,4,16,1|2|600|4|1|1,,14,0,1111,121,1233,462763,58360,1690349,14,14,14
12,10,5,5,16,1|2|600|4|1|1,,13,0,2077,1596,3674,845411,99410,3153048,11,13,13
12,10,5,6,16,1|2|600|4|1|1,,19,0,2072,825,2897,840863,95100,3139081,19,19,19
12,10,5,7,16,1|2|600|4|1|1,,19,0,3972,49643,53616,1590533,171142,6013704,16,19,19
12,10,5,8,16,1|2|600|4|1|1,,25,0,3427,207070,210499,1375723,146096,5191057,25,25,25
12,10,5,9,16,1|2|600|4|1|1,,20,0,5236,393074,398312,2074973,211770,7900990,17,20,20
