g,b,a,c,seed,config,result,makespan,t_bound,t_extend,t_solver,t_total,n_clauses,n_variables,n_literals,initial_bound,lower_bound,upper_bound
3,10,1,1,3,1|2|600|4|1|1,,1,0,0,0,2,235,110,570,1,1,1
3,10,1,2,3,1|2|600|4|1|1,,6,0,8,5,13,2218,733,6252,4,6,6
3,10,1,3,3,1|2|600|4|1|1,,13,0,20,39,60,9585,2706,28192,6,13,13
3,10,1,4,3,1|2|600|4|1|1,,14,0,19,44,63,10073,2843,29001,5,14,14
3,10,1,5,3,1|2|600|4|1|1,,24,0,29,2307,2338,14841,4060,42914,6,24,24
3,10,1,6,3,1|2|600|4|1|1,,22,0,55,689,745,24511,6249,72557,4,22,22
3,10,1,7,3,1|2|600|4|1|1,,59,0,201,200017,200220,98216,24422,292587,7,59,59
3,10,1,8,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,472,622,0,242593,62467,710745,8,257,-1
3,10,2,1,3,1|2|600|4|1|1,,2,0,1,0,2,704,247,1962,2,2,2
3,10,2,2,3,1|2|600|4|1|1,,0,0,0,0,0,212,116,392,0,0,0
3,10,2,3,3,1|2|600|4|1|1,,7,0,14,8,23,7023,1767,21935,6,7,7
3,10,2,4,3,1|2|600|4|1|1,,9,0,18,27,46,8917,2122,28073,6,9,9
3,10,2,5,3,1|2|600|4|1|1,,12,0,33,206,240,14251,3233,45335,4,12,12
3,10,2,6,3,1|2|600|4|1|1,Timeout,,0,74,601295,0,32906,7152,105950,4,29,30
3,10,2,7,3,1|2|600|4|1|1,Timeout,,0,174,603964,0,74938,15823,243014,4,33,-1
3,10,2,8,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,454,4638,0,210662,43502,686058,5,161,-1
3,10,3,1,3,1|2|600|4|1|1,,2,0,2,1,3,1051,330,3046,2,2,2
3,10,3,2,3,1|2|600|4|1|1,,2,0,2,0,4,1527,417,4623,2,2,2
3,10,3,3,3,1|2|600|4|1|1,,4,0,7,1,8,3441,828,10890,4,4,4
3,10,3,4,3,1|2|600|4|1|1,,8,0,21,45,67,9999,2103,32985,5,8,8
3,10,3,5,3,1|2|600|4|1|1,,8,0,22,141,164,10259,1974,34610,4,8,8
3,10,3,6,3,1|2|600|4|1|1,Timeout,,0,73,602525,0,32391,6111,109977,6,19,24
3,10,3,7,3,1|2|600|4|1|1,Timeout,,0,127,603492,0,52359,8952,181980,4,17,-1
3,10,3,8,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,679,38952,0,291193,47865,1020585,5,161,-1
3,10,4,1,3,1|2|600|4|1|1,,6,0,7,3,10,3568,953,11032,6,6,6
3,10,4,2,3,1|2|600|4|1|1,,2,0,3,0,4,1913,502,5821,2,2,2
3,10,4,3,3,1|2|600|4|1|1,,4,0,9,1,11,4419,969,14405,4,4,4
3,10,4,4,3,1|2|600|4|1|1,,3,0,8,1,10,4185,896,13629,3,3,3
3,10,4,5,3,1|2|600|4|1|1,Timeout,,0,97,604351,0,43184,8059,148146,4,17,-1
3,10,4,6,3,1|2|600|4|1|1,,12,0,46,29766,29813,20587,3558,71651,6,12,12
3,10,4,7,3,1|2|600|4|1|1,,11,0,85,39747,39833,33028,5105,118034,4,11,11
3,10,4,8,3,1|2|600|4|1|1,Timeout,,0,179,604128,0,73067,10756,263687,4,17,-1
3,10,5,1,3,1|2|600|4|1|1,,1,0,2,0,3,1113,334,3172,1,1,1
3,10,5,2,3,1|2|600|4|1|1,,4,0,9,1,11,4333,965,14099,4,4,4
3,10,5,3,3,1|2|600|4|1|1,,3,0,9,1,11,4236,894,13895,3,3,3
3,10,5,4,3,1|2|600|4|1|1,,4,0,14,2,17,6581,1255,22293,4,4,4
3,10,5,5,3,1|2|600|4|1|1,,4,0,18,3,22,8209,1400,28654,4,4,4
3,10,5,6,3,1|2|600|4|1|1,,9,0,90,19818,19909,32838,5109,117628,4,9,9
3,10,5,7,3,1|2|600|4|1|1,,7,0,54,1738,1793,20347,2986,73634,4,7,7
3,10,5,8,3,1|2|600|4|1|1,Maximum (maximum) makespan exceeded,,0,996,206652,0,404329,56591,1479473,5,161,-1
3,10,6,1,3,1|2|600|4|1|1,,1,0,2,1,3,1274,390,3529,1,1,1
3,10,6,2,3,1|2|600|4|1|1,,2,0,6,2,8,2912,672,9232,2,2,2
3,10,6,3,3,1|2|600|4|1|1,,3,0,11,2,13,5069,1008,16970,3,3,3
3,10,6,4,3,1|2|600|4|1|1,,3,0,14,2,17,6440,1128,22330,3,3,3
3,10,6,5,3,1|2|600|4|1|1,,4,0,34,18,52,14188,2139,51134,3,4,4
3,10,6,6,3,1|2|600|4|1|1,,3,0,26,11,38,11082,1692,39750,2,3,3
3,10,6,7,3,1|2|600|4|1|1,,5,0,56,50,107,23960,3243,88208,4,5,5
3,10,6,8,3,1|2|600|4|1|1,,11,0,169,144629,144800,64996,8034,243376,5,11,11
3,10,7,1,3,1|2|600|4|1|1,,1,0,4,0,5,1601,446,4630,1,1,1
3,10,7,2,3,1|2|600|4|1|1,,4,0,13,2,16,5939,1243,19469,4,4,4
3,10,7,3,3,1|2|600|4|1|1,,4,0,15,2,18,7231,1392,24340,4,4,4
3,10,7,4,3,1|2|600|4|1|1,,4,0,30,12,42,13346,2135,47360,3,4,4
